23/02/2023,11:00:00,41.3
23/02/2023,11:15:00,41.3
23/02/2023,11:30:00,41.3
23/02/2023,11:45:00,41.3
23/02/2023,12:00:00,41.3
23/02/2023,12:15:00,41.3
23/02/2023,12:30:00,41.3
23/02/2023,12:45:00,41.3
23/02/2023,13:00:00,41.3
23/02/2023,13:15:00,41.3
23/02/2023,13:30:00,41.3
23/02/2023,13:45:00,41.3
23/02/2023,14:00:00,41.3
23/02/2023,14:15:00,41.3
23/02/2023,14:30:00,41.3
23/02/2023,14:45:00,41.1
23/02/2023,15:00:00,41.1
23/02/2023,15:15:00,40.9
23/02/2023,15:30:00,40.7
23/02/2023,15:45:00,40.7
23/02/2023,16:00:00,40.6
23/02/2023,16:15:00,39.9
23/02/2023,16:30:00,39.9
23/02/2023,16:45:00,38.9
23/02/2023,17:00:00,38.5
23/02/2023,17:15:00,38.0
23/02/2023,17:30:00,37.0
23/02/2023,17:45:00,36.4
23/02/2023,18:00:00,35.2
23/02/2023,18:15:00,33.9
23/02/2023,18:30:00,33.0
23/02/2023,18:45:00,32.5
23/02/2023,19:00:00,32.1
23/02/2023,19:15:00,31.8
23/02/2023,19:30:00,30.9
23/02/2023,19:45:00,29.4
23/02/2023,20:00:00,28.5
23/02/2023,20:15:00,27.4
23/02/2023,20:30:00,25.7
23/02/2023,20:45:00,24.9
23/02/2023,21:00:00,24.1
23/02/2023,21:15:00,23.6
23/02/2023,21:30:00,22.1
23/02/2023,21:45:00,21.3
23/02/2023,22:00:00,20.9
23/02/2023,22:15:00,19.5
23/02/2023,22:30:00,18.6
23/02/2023,22:45:00,17.9
23/02/2023,23:00:00,17.5
23/02/2023,23:15:00,16.9
23/02/2023,23:30:00,16.0
23/02/2023,23:45:00,15.4
24/02/2023,00:00:01,14.7
24/02/2023,00:15:00,14.1
24/02/2023,00:30:00,13.5
24/02/2023,00:45:00,12.2
24/02/2023,01:00:00,11.3
24/02/2023,01:15:00,10.8
24/02/2023,01:30:00,9.2
24/02/2023,01:45:00,8.0
24/02/2023,02:00:00,6.7
24/02/2023,02:15:00,6.3
24/02/2023,02:30:00,6.2
24/02/2023,02:45:00,6.0
24/02/2023,03:00:00,4.6
24/02/2023,03:15:00,3.4
24/02/2023,03:30:00,2.9
24/02/2023,03:45:00,2.7
24/02/2023,04:00:00,2.5
24/02/2023,04:15:00,2.4
24/02/2023,04:30:00,2.1
24/02/2023,04:45:00,1.7
24/02/2023,05:00:00,1.7
24/02/2023,05:15:00,1.1
24/02/2023,05:30:00,1.0
24/02/2023,05:45:00,0.9
24/02/2023,06:00:00,0.9
24/02/2023,06:15:00,0.9
24/02/2023,06:30:00,0.9
24/02/2023,06:45:00,0.5
24/02/2023,07:00:00,0.4
24/02/2023,07:15:00,0.4
24/02/2023,07:30:00,0.4
24/02/2023,07:45:00,0.4
24/02/2023,08:00:00,0.4
24/02/2023,08:15:00,0.4
24/02/2023,08:30:00,0.4
24/02/2023,08:45:00,0.4
24/02/2023,09:00:00,0.4
24/02/2023,09:15:00,0.3
24/02/2023,09:30:00,0.1
24/02/2023,09:45:00,0.1
24/02/2023,10:00:00,0.0
24/02/2023,10:15:00,0.0
24/02/2023,10:30:00,0.0
24/02/2023,10:45:00,0.0
24/02/2023,11:00:00,0.0
24/02/2023,11:15:00,0.0
24/02/2023,11:30:00,0.0
24/02/2023,11:45:00,0.0
24/02/2023,12:00:00,0.0
24/02/2023,12:15:00,0.0
24/02/2023,12:30:00,0.0
24/02/2023,12:45:00,0.0
24/02/2023,13:00:00,0.0
24/02/2023,13:15:00,0.0
24/02/2023,13:30:00,0.0
24/02/2023,13:45:00,0.0
24/02/2023,14:00:00,0.0
24/02/2023,14:15:00,0.0
24/02/2023,14:30:00,0.0
24/02/2023,14:45:00,0.0
24/02/2023,15:00:00,0.0
24/02/2023,15:15:00,0.0
24/02/2023,15:30:00,0.0
24/02/2023,15:45:00,0.0
24/02/2023,16:00:00,0.0
24/02/2023,16:15:00,0.0
24/02/2023,16:30:00,0.0
